query,context,label
진토제은 어떤 약이야?,"진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.",1.0
주로 그람양성은 언제 써?,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균에 특이적으로 작용하여 감염을 치료하는 약물입니다. 대표적으로 페니실린계, 세팔로스포린계 항생제가 있습니다.",1.0
기타의 개개의 기관용 의약품 관련 약 알려줘,"특정 장기 또는 기관의 기능을 조절하거나 질환을 치료하기 위해 사용되나, 기존 분류에 속하지 않는 의약품들을 포함합니다.",1.0
건위소화제(내용액제에 한함),"건위소화제(내용액제)는 위산 분비를 조절하거나 위장 운동을 촉진하여 소화를 돕는 액상 형태의 제제로, 정제에 비해 빠르게 흡수되어 위장 부담을 줄이는 특징이 있습니다.",1.0
모발용제(발모)은 어떤 약이야?,"모발용제(발모)는 탈모 치료 또는 발모 촉진을 위해 사용되는 외용 또는 경구 제제로, 모낭의 성장 주기를 자극하거나 혈류 개선, 호르몬 조절 등을 통해 모발의 생장을 유도합니다. 대표적으로 미녹시딜, 피나스테리드 등의 성분이 포함됩니다.",1.0
기능 검사용 시약은 언제 써?,기능 검사용 시약은 인체의 특정 생리 기능 또는 기관의 작용 상태를 평가하기 위해 사용되는 진단 보조 물질입니다.,1.0
용해제,"용해제는 혈전, 점액, 결석 등의 물질을 용해하거나 분해하여 배출을 촉진하는 약물로, 점액용해제(예: 아세틸시스테인), 요로 결석 용해제, 혈전 용해제(예: 스트렙토키나제) 등이 포함됩니다.",1.0
기능 검사용 시약은 어떤 약이야?,기능 검사용 시약은 인체의 특정 생리 기능 또는 기관의 작용 상태를 평가하기 위해 사용되는 진단 보조 물질입니다.,1.0
조직세포의 치료 및 진단 목적,"세포나 조직을 대상으로 한 치료 또는 진단을 목적으로 사용되는 의약품으로, 세포치료제, 조직유래 제제 등이 포함됩니다.",1.0
인공신장관류용제의 효능은?,"신장 기능이 저하된 환자의 혈액 투석 시 사용되는 특수 관류액으로, 체내 노폐물 제거와 전해질 균형 유지에 기여합니다.",1.0
기타의 비뇨생식기관 및 항문용약이란?,"비뇨기 및 생식기, 항문에 작용하는 의약품 중 기존 분류에 속하지 않는 기타 제제로, 국소 치료나 보조적 용도로 사용됩니다.",1.0
당뇨병용제 관련 약 알려줘,"당뇨병용제는 혈당을 효과적으로 조절하여 당뇨병의 증상을 완화하고 합병증을 예방하기 위해 사용하는 약물로, 인슐린 제제와 다양한 경구 혈당강하제가 포함됩니다. 경구제는 작용 기전에 따라 인슐린 분비 촉진제(설폰요소제, 글리니드계), 인슐린 저항성 개선제(메트포르민, TZD계), 당 흡수·재흡수 억제제(α-글루코시다제 억제제, SGLT2 억제제), 인크레틴 작용제(DPP-4 억제제, GLP-1 유사체) 등으로 나뉩니다. 인슐린 제제는 제1형 당뇨병 및 일부 제2형 환자에서 사용됩니다. 치료는 환자의 상태, 병력, 병용 약물 등을 고려하여 맞춤형으로 이루어지며, 지속적인 혈당 모니터링이 필수적입니다.",1.0
진경제의 정의가 뭐야?,"진경제는 위장관, 비뇨기계 등의 평활근 수축을 억제하여 복통, 위경련, 과민성 대장증후군 등으로 인한 경련성 통증을 완화하는 약물입니다. 하이오시아민, 부틸스코폴라민 등이 포함됩니다.",1.0
지한제,"과도한 발한을 억제하기 위한 약물로, 항콜린제 또는 국소 작용성 지한제가 있으며 다한증, 발한성 피부질환 등에 사용됩니다.",1.0
후란계 제제은 어떤 약이야?,"후라놀 고리를 가진 항균제로, 대장균성 요로감염이나 장내 감염에 주로 사용되며, 니트로푸란토인 등이 대표적입니다.",1.0
골격근이완제 관련 약 알려줘,"골격근이완제는 골격근의 과도한 긴장이나 경련을 완화하여 통증을 줄이고, 운동 범위를 회복시키기 위해 사용되는 약물입니다. 주로 중추신경계에 작용하여 근긴장을 억제하는 중추성 이완제와, 말초신경-근접합부에 작용하는 말초성 이완제로 구분됩니다. 근골격계 통증, 디스크 질환, 경추·요추 염좌, 뇌졸중 후 경직 등에서 사용됩니다. 대표 약물로는 에페리손, 톨페리손, 바클로펜, 티자니딘 등이 있으며, 부작용으로는 졸림, 어지러움, 근력저하 등이 있을 수 있습니다.",1.0
기타의 중추신경용약은 어떤 약이야?,"중추신경계에 작용하는 의약품 중 기존 분류에 속하지 않는 다양한 약물로, 진정제, 항정신병제, 인지기능 개선제 등이 포함됩니다.",1.0
순환계용약은 어떤 약이야?,"순환계용약은 심장, 혈관, 혈압 조절 등 순환기계의 기능을 개선하거나 질환을 치료하는 약물로, 항고혈압제, 강심제, 항부정맥제, 혈관확장제 등이 포함됩니다.",1.0
소화성궤양용제,"소화성궤양용제는 위산 분비를 억제하거나 점막을 보호하여 위·십이지장 궤양 및 위염을 치료하는 약물로, H2 수용체 길항제, 프로톤 펌프 억제제(PPI), 점막보호제 등이 포함됩니다.",1.0
혈관보강제이란?,"혈관벽의 강도를 높이고 탄력성을 유지하거나 개선하여 정맥류, 치질, 순환장애 등을 완화하는 데 사용되는 약물입니다.",1.0
기타의 개개의 기관용 의약품의 효능은?,"특정 장기 또는 기관의 기능을 조절하거나 질환을 치료하기 위해 사용되나, 기존 분류에 속하지 않는 의약품들을 포함합니다.",1.0
단백아미노산제제,"정장제는 장내 미생물 균형 회복, 장운동 정상화, 변비·설사 등의 소화기 증상을 개선하는 약물로, 유산균제제, 지사제, 섬유소 기반 약물 등이 포함됩니다.",0.0
기타의 혈액 및 체액용약은 어떤 약이야?,"기타의 혈액 및 체액용약은 일반적인 혈액 응고제, 항응고제, 전해질 보충제 등 외에 기타 수분·전해질 균형 유지, 산염기 균형 조절 등 체액 항상성에 영향을 미치는 약제를 포함합니다.",1.0
기능 검사용 시약의 정의가 뭐야?,기능 검사용 시약은 인체의 특정 생리 기능 또는 기관의 작용 상태를 평가하기 위해 사용되는 진단 보조 물질입니다.,1.0
단백동화스테로이드제의 효능은?,"단백동화스테로이드제는 단백질 합성을 촉진하고 근육량을 증가시키는 작용을 하며, 특정 빈혈, 근위축 질환, 골다공증 등에 치료적 목적으로 사용됩니다. 남용 시 심각한 부작용이 발생할 수 있습니다.",1.0
비타민 A 및 D제,"비타민 A 및 D제는 시각 기능, 피부 및 점막 유지(비타민 A), 칼슘 대사와 뼈 건강(비타민 D)에 필수적인 지용성 비타민 보충제로, 결핍 예방 및 관련 질환 치료에 사용됩니다.",1.0
기타의 조직세포의 치료 및 진단은 어떤 약이야?,"기타의 조직세포의 치료 및 진단용 의약품은 세포 수준에서 작용하는 항암제, 줄기세포 치료제, 세포 진단용 염색약 등으로 구성되며, 세포 및 조직 기능 분석 또는 치료를 목적으로 사용됩니다.",1.0
진통.진양.수렴.소염제의 효능은?,"통증 완화(진통), 가려움·자극 감소(진양), 삼출물 억제(수렴), 염증 억제(소염)의 복합 작용을 통해 외피질환 등을 치료하는 약물입니다.",1.0
합성마약은 어떤 약이야?,"합성마약은 모르핀 등 천연 유래 아편류가 아닌 인공적으로 합성된 강력한 진통제로, 펜타닐, 메페리딘 등의 약물이 이에 포함됩니다. 마약성 진통제로서 중증 통증 조절에 사용되며, 의존성과 오남용의 위험이 존재합니다.",1.0
방사성 의약품은 언제 써?,"방사성 의약품은 방사성 동위원소를 포함하여 체내에 투여된 후, 진단 또는 치료 목적으로 사용되는 특수 의약품입니다. 체내 장기나 조직에 선택적으로 분포하여 해당 부위의 기능을 영상화하거나, 방사선을 이용해 암세포 등을 파괴할 수 있습니다. 진단용으로는 테크네튬-99m이나 플루오르-18 등이, 치료용으로는 요오드-131, 루테튬-177 등이 사용됩니다. 핵의학 영상검사(SPECT, PET)나 방사성동위원소 치료에 필수적인 제제로 분류됩니다.",1.0
기타의 조직세포의 기능용의약품의 효능은?,"조직이나 세포의 기능 유지 또는 개선을 위한 의약품으로, 신진대사 조절, 조직 재생, 세포 활성화 등의 목적에 사용되며 특정한 치료 목적이 아닌 기능적 보조 용도로 사용됩니다.",1.0
주로 그람양성균에 작용하는 것의 효능은?,"그람양성균(예: 포도상구균, 연쇄상구균 등)을 표적으로 작용하는 항생제로, 페니실린계, 마크로라이드계, 글리코펩타이드계 등의 항균제가 이에 포함되며, 감염성 질환의 치료에 사용됩니다.",1.0
단백동화스테로이드제은 어떤 약이야?,"단백동화스테로이드제는 단백질 합성을 촉진하고 근육량을 증가시키는 작용을 하며, 특정 빈혈, 근위축 질환, 골다공증 등에 치료적 목적으로 사용됩니다. 남용 시 심각한 부작용이 발생할 수 있습니다.",1.0
함소흡입제은 언제 써?,"함소흡입제는 증류된 약용 성분을 기체 상태로 흡입시켜 호흡기 점막에 작용하도록 하는 약물로, 기침 완화, 비강 통로 개방, 염증 완화 등을 위한 한방 또는 복합제형의 흡입제가 여기에 해당합니다.",1.0
소화성궤양용제은 언제 써?,"소화성궤양용제는 위산 분비를 억제하거나 점막을 보호하여 위·십이지장 궤양 및 위염을 치료하는 약물로, H2 수용체 길항제, 프로톤 펌프 억제제(PPI), 점막보호제 등이 포함됩니다.",1.0
기타의 조제용약의 효능은?,"기타의 조제용약은 조제 또는 약물 혼합 시 사용되는 보조적인 약물 또는 제형 개선 목적의 약물로, 주사제 용제나 완충제 등이 이에 해당됩니다.",1.0
기타의 자양강장변질제 관련 약 알려줘,"기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.",1.0
기타의 말초신경용약 관련 약 알려줘,"말초신경계에 작용하여 감각 이상, 말초신경통, 말초신경병증 등의 치료를 보조하는 다양한 약물들을 포함합니다.",1.0
자궁수축제은 어떤 약이야?,"자궁수축제는 분만 유도, 분만 후 출혈 예방 또는 치료, 낙태 목적 등으로 자궁의 평활근을 수축시키는 약물입니다. 옥시토신, 에르고노빈 등이 대표적인 성분입니다.",1.0
항결핵제은 언제 써?,"결핵균(Mycobacterium tuberculosis)을 억제하거나 사멸시키기 위해 사용되는 항균제로, 리팜피신, 이소니아지드 등이 포함됩니다.",1.0
해열.진통.소염제은 언제 써?,"해열, 진통, 소염 작용을 동시에 가지는 약물로, 비스테로이드성 소염진통제(NSAIDs) 및 아세트아미노펜 계열이 대표적이며, 감염, 외상, 염증성 질환 등에 수반되는 증상을 완화하는 데 사용됩니다.",1.0
방역용 살균소독제의 정의가 뭐야?,"전염병 예방 및 위생 관리를 위해 사용하는 제제로, 병원균을 제거하거나 억제하여 공공 및 의료 환경의 위생을 유지합니다.",1.0
"갑상선, 부갑상선호르몬제 관련 약 알려줘","갑상선, 부갑상선호르몬제는 갑상선 또는 부갑상선에서 분비되는 호르몬의 기능을 대체하거나 조절하기 위해 사용되는 의약품입니다. 갑상선호르몬제는 주로 갑상선기능저하증(예: 점액수종)이나 갑상선절제술 후에 보충 요법으로 사용되며, 대표 성분은 레보티록신 나트륨입니다. 반대로 항갑상선제는 갑상선기능항진증 치료에 사용됩니다. 부갑상선호르몬제는 혈중 칼슘 농도 조절과 관련되어 있으며, 부갑상선기능저하증 또는 골다공증 치료 등에 사용됩니다. 대표 약물로는 테리파라타이드 등이 있습니다.",1.0
